City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
263,Rush,IE,2022-03-16 16:18:41,53.5223,-6.0931,51.87,54,40,12.66,scattered clouds
264,Palencia,ES,2022-03-16 16:18:41,42.4167,-4.5,53.15,72,100,20.92,overcast clouds
265,Boende,CD,2022-03-16 16:18:42,-0.2167,20.8667,79.27,78,97,3.94,overcast clouds
266,Antofagasta,CL,2022-03-16 16:17:19,-23.65,-70.4,75.22,60,45,8.61,scattered clouds
267,Starachowice,PL,2022-03-16 16:13:43,51.0374,21.0713,53.38,66,100,5.17,overcast clouds
268,General Roca,AR,2022-03-16 16:18:43,-39.0333,-67.5833,90.63,12,46,13.53,scattered clouds
269,Chippewa Falls,US,2022-03-16 16:16:10,44.9369,-91.3929,53.98,62,0,10.36,clear sky
270,Waddan,LY,2022-03-16 16:18:43,29.1614,16.139,67.91,18,0,15.48,clear sky
271,Ampanihy,MG,2022-03-16 16:18:44,-24.7,44.75,78.39,68,84,11.9,broken clouds
272,Saint George,US,2022-03-16 16:18:44,37.1041,-113.5841,63.79,39,75,8.05,broken clouds
273,Alofi,NU,2022-03-16 16:19:44,-19.0595,-169.9187,73.29,94,10,2.3,clear sky
274,Nome,US,2022-03-16 16:15:43,64.5011,-165.4064,-0.33,65,0,4.61,clear sky
275,Fort Wellington,GY,2022-03-16 16:19:45,6.4,-57.6,80.92,75,57,10.09,broken clouds
276,Foso,GH,2022-03-16 16:19:46,5.7012,-1.2866,91.6,48,98,6.4,overcast clouds
277,Itaituba,BR,2022-03-16 16:19:46,-4.2761,-55.9836,89.76,62,40,5.75,scattered clouds
278,Gat,IL,2022-03-16 16:19:46,31.61,34.7642,54.28,38,3,8.68,clear sky
279,Westport,US,2022-03-16 16:19:47,41.1415,-73.3579,62.15,68,0,4.0,clear sky
280,Giyani,ZA,2022-03-16 16:19:47,-23.3025,30.7187,66.13,87,100,6.29,overcast clouds
281,Lorengau,PG,2022-03-16 16:19:48,-2.0226,147.2712,82.27,78,100,8.68,overcast clouds
282,Bandiagara,ML,2022-03-16 16:19:48,14.3501,-3.6104,100.49,17,25,6.08,scattered clouds
283,Faanui,PF,2022-03-16 16:19:48,-16.4833,-151.75,81.12,67,1,7.54,clear sky
284,Vestmannaeyjar,IS,2022-03-16 16:19:49,63.4427,-20.2734,31.19,93,40,19.57,scattered clouds
285,Huainan,CN,2022-03-16 16:19:49,32.6264,116.9969,55.44,87,100,23.2,moderate rain
286,Luena,AO,2022-03-16 16:19:50,-11.7833,19.9167,69.3,86,100,1.86,light rain
287,Anadyr,RU,2022-03-16 16:19:50,64.75,177.4833,-8.9,77,20,13.42,fog
288,Sibenik,HR,2022-03-16 16:19:50,43.7272,15.9058,56.37,73,12,5.99,few clouds
289,Koumac,NC,2022-03-16 16:19:51,-20.5667,164.2833,78.71,87,100,2.91,moderate rain
290,Kabugao,PH,2022-03-16 16:19:51,18.0217,121.1842,74.68,99,100,0.76,overcast clouds
291,Baruun-Urt,MN,2022-03-16 16:19:52,46.6806,113.2792,12.2,23,0,6.91,clear sky
292,Rawson,AR,2022-03-16 16:19:52,-43.3002,-65.1023,80.08,22,2,0.09,clear sky
293,Gofitskoye,RU,2022-03-16 16:19:53,45.0792,43.0464,24.94,82,100,3.4,overcast clouds
294,Gushikawa,JP,2022-03-16 16:19:53,26.3544,127.8686,69.8,80,20,9.22,few clouds
295,Sukhothai,TH,2022-03-16 16:19:53,17.25,99.6667,87.46,49,71,1.81,broken clouds
296,Aberdeen,GB,2022-03-16 16:19:54,57.1437,-2.0981,44.49,94,40,3.44,light rain
297,Galle,LK,2022-03-16 16:18:35,6.0367,80.217,80.46,83,100,8.46,moderate rain
298,Ponta Delgada,PT,2022-03-16 16:15:46,37.7333,-25.6667,65.12,55,40,10.36,scattered clouds
299,Sao Felix Do Xingu,BR,2022-03-16 16:19:55,-6.6447,-51.995,83.91,69,96,1.81,overcast clouds
300,Cacahoatan,MX,2022-03-16 16:19:55,14.9833,-92.1667,80.8,38,3,6.4,clear sky
301,Altamira,BR,2022-03-16 16:19:55,-3.2033,-52.2064,86.09,70,40,4.61,scattered clouds
302,Cockburn Town,TC,2022-03-16 16:19:56,21.4612,-71.1419,77.97,72,0,16.17,clear sky
303,Ust-Nera,RU,2022-03-16 16:19:56,64.5667,143.2,-18.54,91,25,3.24,scattered clouds
304,Lebu,CL,2022-03-16 16:19:57,-37.6167,-73.65,64.49,71,28,10.6,scattered clouds
305,Shuya,RU,2022-03-16 16:19:57,56.8487,41.3883,17.1,90,81,4.59,broken clouds
306,Shangrao,CN,2022-03-16 16:19:57,28.4532,117.9686,70.18,85,100,2.53,overcast clouds
307,Popondetta,PG,2022-03-16 16:19:58,-8.7537,148.2534,72.84,95,86,3.2,overcast clouds
308,Shingu,JP,2022-03-16 16:19:58,33.7333,135.9833,54.37,54,52,4.9,broken clouds
309,Hovd,MN,2022-03-16 16:19:59,48.0056,91.6419,27.28,25,4,8.01,clear sky
310,Mayskiy,RU,2022-03-16 16:19:59,47.6931,40.1025,26.01,57,78,13.27,broken clouds
311,Berlevag,NO,2022-03-16 16:20:00,70.8578,29.0864,35.6,64,0,21.85,clear sky
312,Abeche,TD,2022-03-16 16:20:00,13.8292,20.8324,88.97,6,0,13.02,clear sky
313,Port Hawkesbury,CA,2022-03-16 16:20:01,45.6169,-61.3485,32.92,71,0,9.22,clear sky
314,Dolores,AR,2022-03-16 16:20:02,-36.3132,-57.6792,83.57,42,0,12.8,clear sky
315,Codrington,AU,2022-03-16 16:20:03,-38.2667,141.9667,66.34,88,100,8.61,light rain
316,Butembo,CD,2022-03-16 16:20:04,0.15,29.2833,63.03,85,98,2.89,overcast clouds
317,Inongo,CD,2022-03-16 16:20:05,-1.95,18.2667,71.56,94,100,4.85,light rain
318,Tammisaari,FI,2022-03-16 16:20:05,59.9736,23.4339,36.1,90,5,3.8,clear sky
319,Axim,GH,2022-03-16 16:20:06,4.8699,-2.2405,83.93,71,99,7.67,overcast clouds
320,Hudson Bay,CA,2022-03-16 16:20:06,52.85,-102.3842,30.07,98,100,3.36,overcast clouds
321,Namatanai,PG,2022-03-16 16:20:07,-3.6667,152.4333,78.75,83,69,7.63,broken clouds
322,Kilindoni,TZ,2022-03-16 16:21:08,-7.9139,39.6668,82.15,75,40,15.9,scattered clouds
323,Hongjiang,CN,2022-03-16 16:21:09,27.11,109.9956,70.88,80,63,9.1,broken clouds
324,Kaiserslautern,DE,2022-03-16 16:21:09,49.45,7.75,53.35,51,0,11.5,clear sky
325,Nishihara,JP,2022-03-16 16:21:09,26.1842,127.7558,69.85,85,20,9.22,few clouds
326,Tokur,RU,2022-03-16 16:21:10,53.1333,132.9,10.22,94,100,3.83,overcast clouds
327,East London,ZA,2022-03-16 16:20:18,-33.0153,27.9116,72.54,64,0,6.91,clear sky
328,Staronizhestebliyevskaya,RU,2022-03-16 16:21:10,45.3767,38.4517,28.11,62,79,8.52,broken clouds
329,Ancud,CL,2022-03-16 16:21:11,-41.8697,-73.8203,59.23,79,100,16.67,overcast clouds
330,Lagoa,PT,2022-03-16 16:21:11,39.05,-27.9833,57.02,61,100,12.3,overcast clouds
331,Verkhoyansk,RU,2022-03-16 16:21:12,67.5447,133.385,-27.24,99,26,2.57,scattered clouds
332,Abyek,IR,2022-03-16 16:21:12,36.0667,50.55,33.46,54,10,8.97,clear sky
333,Muzaffarabad,PK,2022-03-16 16:21:13,34.37,73.4711,69.91,48,0,7.2,clear sky
334,Arkhangelsk,RU,2022-03-16 16:21:13,64.5401,40.5433,30.31,58,0,2.24,clear sky
335,Olathe,US,2022-03-16 16:18:14,38.8814,-94.8191,65.89,61,0,16.11,clear sky
336,Pontecorvo,IT,2022-03-16 16:21:14,41.4616,13.6667,63.88,63,64,3.83,broken clouds
337,Shelburne,CA,2022-03-16 16:21:15,44.0787,-80.2041,41.36,82,97,7.36,overcast clouds
338,Solok,ID,2022-03-16 16:21:15,-0.7918,100.6593,72.55,95,100,2.64,overcast clouds
339,Petropavlovsk-Kamchatskiy,RU,2022-03-16 16:21:16,53.0452,158.6483,16.39,73,0,8.95,clear sky
340,Malanje,AO,2022-03-16 16:21:17,-9.5402,16.341,71.65,77,100,6.87,overcast clouds
341,Roald,NO,2022-03-16 16:21:17,62.5833,6.1333,49.12,71,75,11.5,light rain
342,Rio Grande,BR,2022-03-16 16:21:17,-32.035,-52.0986,82.51,66,31,17.22,scattered clouds
343,Beli Potok,RS,2022-03-16 16:21:18,44.7061,20.5197,51.15,71,100,6.42,light rain
344,Olafsvik,IS,2022-03-16 16:21:18,64.8945,-23.7142,30.2,67,100,23.24,heavy snow
345,College,US,2022-03-16 16:21:19,64.8569,-147.8028,8.55,63,75,9.22,broken clouds
346,Tromso,NO,2022-03-16 16:21:19,69.6496,18.957,41.02,48,0,17.27,clear sky
347,Shenkursk,RU,2022-03-16 16:21:20,62.1091,42.896,19.27,94,42,5.39,scattered clouds
348,Coihaique,CL,2022-03-16 16:21:20,-45.5752,-72.0662,58.95,72,75,6.91,broken clouds
349,Praya,CV,2022-03-16 16:19:54,14.9215,-23.5087,75.74,50,20,24.16,few clouds
350,Bam,IR,2022-03-16 16:21:21,29.106,58.357,79.77,13,0,12.24,clear sky
351,Asau,RO,2022-03-16 16:21:21,46.4333,26.4,38.32,71,100,4.05,overcast clouds
352,Hobyo,SO,2022-03-16 16:21:22,5.3505,48.5268,79.16,71,91,11.16,overcast clouds
353,Sorland,NO,2022-03-16 16:21:23,67.667,12.6934,42.66,77,100,32.88,overcast clouds
354,Salinopolis,BR,2022-03-16 16:21:23,-0.6136,-47.3561,79.32,84,99,4.79,overcast clouds
355,Poopo,BO,2022-03-16 16:21:24,-18.3667,-66.9667,48.97,66,98,7.94,overcast clouds
356,Fort Saint James,CA,2022-03-16 16:21:24,54.4333,-124.25,33.55,78,76,5.08,broken clouds
357,Esso,RU,2022-03-16 16:21:24,55.9333,158.7,1.81,98,80,4.12,broken clouds
358,Bisert,RU,2022-03-16 16:21:25,56.8617,59.0523,5.25,94,20,0.87,few clouds
359,Abu Samrah,SY,2022-03-16 16:21:25,35.3029,37.1841,43.66,58,0,10.58,clear sky
360,Yatou,CN,2022-03-16 16:21:26,37.15,122.3833,37.78,65,100,21.47,heavy intensity rain
361,Ceres,US,2022-03-16 16:21:26,37.5949,-120.9577,59.05,81,75,13.8,broken clouds
362,Gouyave,GD,2022-03-16 16:21:26,12.1646,-61.7296,84.97,62,20,32.21,few clouds
363,Dudinka,RU,2022-03-16 16:21:27,69.4058,86.1778,-14.48,99,37,4.45,scattered clouds
364,Ilulissat,GL,2022-03-16 16:21:27,69.2167,-51.1,-2.18,46,75,13.8,broken clouds
365,Durango,MX,2022-03-16 16:20:28,24.8333,-104.8333,63.63,13,12,2.1,few clouds
366,Baker City,US,2022-03-16 16:19:07,44.7749,-117.8344,38.59,78,100,0.0,overcast clouds
367,Moron,AR,2022-03-16 16:21:28,-34.6534,-58.6198,82.29,50,0,9.4,clear sky
368,Cascais,PT,2022-03-16 16:21:29,38.6979,-9.4215,59.47,76,40,32.21,light intensity drizzle
369,Jackson,US,2022-03-16 16:16:38,42.4165,-122.8345,43.84,85,0,1.99,clear sky
370,Vao,NC,2022-03-16 16:22:29,-22.6667,167.4833,80.06,83,99,11.65,overcast clouds
371,Izhma,RU,2022-03-16 16:21:11,65.0083,53.9113,24.62,93,100,5.95,overcast clouds
372,Jawhar,SO,2022-03-16 16:22:30,2.7809,45.5005,80.38,64,7,19.37,clear sky
373,Oktyabrskoye,RU,2022-03-16 16:22:30,43.0645,44.7417,21.34,92,100,0.0,light snow
374,Egvekinot,RU,2022-03-16 16:22:31,66.3167,-179.1667,-7.08,69,0,8.12,clear sky
375,Ibra,OM,2022-03-16 16:22:31,22.6906,58.5334,85.17,15,4,7.38,clear sky
376,Chichigalpa,NI,2022-03-16 16:22:31,12.5776,-87.027,92.21,34,23,6.04,few clouds
377,Kamenka,RU,2022-03-16 16:22:32,51.3223,42.7678,19.0,91,99,15.77,overcast clouds
378,Vanimo,PG,2022-03-16 16:22:32,-2.6741,141.3028,78.17,89,100,5.82,overcast clouds
379,Kidal,ML,2022-03-16 16:18:50,18.4411,1.4078,97.54,7,7,10.63,clear sky
380,Kaspiyskiy,RU,2022-03-16 16:21:10,45.3929,47.3707,32.68,44,66,7.61,broken clouds
381,Sosua,DO,2022-03-16 16:21:34,19.7667,-70.5167,84.24,78,75,11.5,broken clouds
382,Aleksandrovskiy Zavod,RU,2022-03-16 16:22:34,50.9237,117.9374,-10.19,94,29,4.81,scattered clouds
383,Indramayu,ID,2022-03-16 16:22:34,-6.3264,108.32,79.97,84,100,9.19,overcast clouds
384,Panzhihua,CN,2022-03-16 16:22:34,26.5851,101.7128,65.05,49,53,2.37,broken clouds
385,Alakurtti,RU,2022-03-16 16:21:16,66.9672,30.3491,25.61,94,5,3.71,clear sky
386,Sayat,TM,2022-03-16 16:22:35,38.7839,63.8803,48.07,64,89,15.88,overcast clouds
387,Buala,SB,2022-03-16 16:22:36,-8.145,159.5921,78.69,82,97,3.6,light rain
388,Kayunga,UG,2022-03-16 16:22:36,0.7025,32.8886,76.62,56,90,2.17,overcast clouds
389,Maridi,SS,2022-03-16 16:22:36,4.9158,29.4742,86.95,17,64,6.8,broken clouds
390,Vienne,AT,2022-03-16 16:22:37,48.2085,16.3721,53.01,62,75,11.5,broken clouds
391,Carroll,US,2022-03-16 16:19:43,39.5501,-77.0164,67.73,33,0,3.44,clear sky
392,Koubia,GN,2022-03-16 16:22:38,11.5833,-11.9,94.75,12,80,5.46,broken clouds
393,Rocha,UY,2022-03-16 16:22:38,-34.4833,-54.3333,83.7,30,0,9.57,clear sky
394,Acajutla,SV,2022-03-16 16:22:39,13.5928,-89.8275,87.76,51,5,6.62,clear sky
395,El Tigre,VE,2022-03-16 16:22:39,8.8875,-64.2454,82.67,57,88,15.41,overcast clouds
396,Mayo,US,2022-03-16 16:22:39,38.8876,-76.5119,71.71,57,0,4.61,clear sky
397,Muros,ES,2022-03-16 16:22:40,42.7762,-9.0603,57.69,73,61,19.1,broken clouds
398,Srostki,RU,2022-03-16 16:22:40,52.4189,85.7022,14.5,97,100,3.18,light snow
399,Port Hardy,CA,2022-03-16 16:22:41,50.6996,-127.4199,42.8,100,75,2.3,broken clouds
400,Great Bend,US,2022-03-16 16:22:41,38.3645,-98.7648,62.04,39,0,16.11,clear sky
401,Hambantota,LK,2022-03-16 16:22:41,6.1241,81.1185,78.87,77,100,8.16,overcast clouds
402,Kaeo,NZ,2022-03-16 16:22:42,-35.1,173.7833,63.32,91,100,6.69,overcast clouds
403,Sobolevo,RU,2022-03-16 16:22:42,54.4299,31.8996,20.95,89,52,3.83,broken clouds
404,Copiapo,CL,2022-03-16 16:22:43,-27.3667,-70.3333,67.69,40,100,4.97,overcast clouds
405,Ambilobe,MG,2022-03-16 16:22:43,-13.2,49.05,75.61,94,100,1.3,light rain
406,Khuzhir,RU,2022-03-16 16:22:43,53.1939,107.3397,-2.27,91,30,6.82,scattered clouds
407,Cayenne,GF,2022-03-16 16:22:44,4.9333,-52.3333,85.08,1,75,14.97,broken clouds
408,Kannur,IN,2022-03-16 16:22:44,11.8675,75.3576,80.67,78,100,5.21,overcast clouds
409,Orel-Izumrud,RU,2022-03-16 16:22:45,43.4583,39.9244,39.02,75,75,7.0,broken clouds
410,Kuvshinovo,RU,2022-03-16 16:22:45,57.0295,34.1725,20.8,92,63,3.0,broken clouds
411,Tambacounda,SN,2022-03-16 16:22:46,13.7539,-13.7586,100.62,9,78,6.73,broken clouds
412,Murmashi,RU,2022-03-16 16:22:46,68.8154,32.8115,36.01,55,0,7.0,clear sky
413,Haines Junction,CA,2022-03-16 16:22:46,60.7522,-137.5108,31.95,69,100,6.91,overcast clouds
414,Nyagan,RU,2022-03-16 16:22:47,62.1406,65.3936,23.23,93,100,9.22,overcast clouds
415,Shaunavon,CA,2022-03-16 16:19:40,49.6501,-108.4181,35.38,81,87,11.88,overcast clouds
416,Fairbanks,US,2022-03-16 16:23:48,64.8378,-147.7164,8.56,63,0,9.22,clear sky
417,Humaita,BR,2022-03-16 16:23:48,-7.5061,-63.0208,84.18,74,67,0.76,light rain
418,Sinop,TR,2022-03-16 16:23:48,41.7711,34.8709,31.23,94,89,1.81,overcast clouds
419,Sawtell,AU,2022-03-16 16:23:49,-30.3833,153.1,68.02,88,40,8.43,light rain
420,Sovetskiy,RU,2022-03-16 16:19:15,61.3614,63.5842,21.9,84,100,9.89,overcast clouds
421,Arman,RU,2022-03-16 16:23:49,59.7,150.1667,9.34,81,100,6.22,overcast clouds
422,Salekhard,RU,2022-03-16 16:23:50,66.53,66.6019,20.79,89,100,5.91,overcast clouds
423,Golden,US,2022-03-16 16:23:50,39.7555,-105.2211,50.09,42,75,5.75,broken clouds
424,Port-Gentil,GA,2022-03-16 16:20:53,-0.7193,8.7815,82.11,76,56,10.71,broken clouds
425,Hamilton,US,2022-03-16 16:20:58,39.1834,-84.5333,66.78,42,75,11.5,broken clouds
426,Nanchang,CN,2022-03-16 16:23:51,28.6833,115.8833,71.71,87,100,4.92,overcast clouds
427,Lufilufi,WS,2022-03-16 16:23:51,-13.8745,-171.5986,76.78,77,60,11.43,light rain
428,Sabang,ID,2022-03-16 16:23:52,5.8933,95.3214,80.73,81,100,16.4,light rain
429,Florianopolis,BR,2022-03-16 16:23:52,-27.6146,-48.5012,74.37,82,75,11.5,broken clouds
430,Portland,US,2022-03-16 16:21:33,45.5234,-122.6762,48.36,89,75,7.0,broken clouds
431,Kupino,RU,2022-03-16 16:23:53,54.3663,77.2981,-3.44,100,39,4.9,scattered clouds
432,Olot,ES,2022-03-16 16:23:54,42.181,2.4901,60.55,71,100,6.64,overcast clouds
433,Xinzhou,CN,2022-03-16 16:23:54,38.4092,112.7333,40.69,60,100,6.08,overcast clouds
434,Fomboni,KM,2022-03-16 16:23:54,-12.28,43.7425,83.01,73,75,7.4,broken clouds
435,Fortuna,US,2022-03-16 16:23:55,40.5982,-124.1573,45.93,97,100,1.01,overcast clouds
436,Tabou,CI,2022-03-16 16:23:55,4.423,-7.3528,83.53,71,100,6.49,overcast clouds
437,Anamur,TR,2022-03-16 16:23:56,36.0751,32.8369,49.51,59,18,6.73,few clouds
438,Marseille,FR,2022-03-16 16:23:30,43.3333,5.5,59.67,66,100,4.0,overcast clouds
439,Diu,IN,2022-03-16 16:23:57,20.7141,70.9822,78.94,62,0,10.8,clear sky
440,Yulara,AU,2022-03-16 16:23:57,-25.2406,130.9889,78.64,29,61,8.05,broken clouds
441,Bassar,TG,2022-03-16 16:23:57,9.25,0.7833,98.47,24,88,7.29,overcast clouds
442,Maun,BW,2022-03-16 16:23:58,-19.9833,23.4167,78.13,65,100,4.29,overcast clouds
443,Lavrentiya,RU,2022-03-16 16:23:58,65.5833,-171.0,-4.59,85,3,7.27,clear sky
444,Namibe,AO,2022-03-16 16:23:59,-15.1961,12.1522,75.4,65,17,11.01,few clouds
445,Ballina,AU,2022-03-16 16:23:59,-28.8667,153.5667,69.01,99,50,7.67,scattered clouds
446,Ailigandi,PA,2022-03-16 16:23:59,9.2333,-78.0167,82.38,72,95,7.52,overcast clouds
447,Charters Towers,AU,2022-03-16 16:24:00,-20.1,146.2667,71.33,81,100,6.53,overcast clouds
448,Gizo,SB,2022-03-16 16:24:00,-8.103,156.8419,80.2,77,99,6.15,overcast clouds
449,Yarke Pole,UA,2022-03-16 16:24:01,45.608,34.3172,30.97,66,8,7.99,clear sky
450,Mao,ES,2022-03-16 16:24:01,39.8885,4.2658,59.56,88,75,18.41,broken clouds
451,Araouane,ML,2022-03-16 16:24:02,18.9048,-3.5265,87.8,12,20,6.87,few clouds
452,Sinazongwe,ZM,2022-03-16 16:24:02,-17.2614,27.4618,81.37,73,85,9.08,light rain
453,Luderitz,NA,2022-03-16 16:24:03,-26.6481,15.1594,69.69,65,16,23.06,few clouds
454,Mlandizi,TZ,2022-03-16 16:24:03,-6.7,38.7333,81.73,71,23,9.73,few clouds
455,Price,US,2022-03-16 16:24:04,39.5994,-110.8107,41.11,87,100,8.05,overcast clouds
456,Kalmunai,LK,2022-03-16 16:24:05,7.4167,81.8167,78.04,86,100,2.95,overcast clouds
457,Saint Anthony,US,2022-03-16 16:24:05,45.0205,-93.218,53.15,58,0,12.66,clear sky
458,Benghazi,LY,2022-03-16 16:24:05,32.1167,20.0667,56.17,49,0,5.14,clear sky
459,Yoichi,JP,2022-03-16 16:24:06,43.2039,140.7703,35.56,87,97,6.26,overcast clouds
460,Belle Fourche,US,2022-03-16 16:25:06,44.6714,-103.8522,52.09,37,100,17.36,overcast clouds
461,Betanzos,ES,2022-03-16 16:25:07,43.2804,-8.2147,55.76,80,75,13.0,broken clouds
462,Skibbereen,IE,2022-03-16 16:25:07,51.55,-9.2667,48.11,57,11,10.31,few clouds
463,Mackay,AU,2022-03-16 16:25:08,-21.15,149.2,76.68,83,75,10.36,broken clouds
464,Sao Joao Da Barra,BR,2022-03-16 16:25:08,-21.6403,-41.0511,89.69,73,3,16.11,clear sky
465,Hima,UG,2022-03-16 16:25:09,0.2958,30.1804,78.31,52,97,1.28,overcast clouds
466,Jiayuguan,CN,2022-03-16 16:25:09,39.8167,98.3,35.62,73,83,5.53,light rain
467,Mongo,TD,2022-03-16 16:25:09,12.1844,18.693,92.23,8,11,12.39,few clouds
468,Envira,BR,2022-03-16 16:25:10,-7.3,-70.2167,83.23,66,93,3.27,overcast clouds
469,Tarabuco,BO,2022-03-16 16:25:10,-19.1667,-64.9167,57.31,37,81,3.78,broken clouds
470,Yei,SS,2022-03-16 16:25:11,4.095,30.6779,85.14,23,86,5.64,overcast clouds
471,Kyabram,AU,2022-03-16 16:25:11,-36.3167,145.05,61.74,75,70,8.43,broken clouds
472,Silopi,TR,2022-03-16 16:25:12,37.2497,42.4694,40.95,58,44,5.3,scattered clouds
473,Ayotzintepec,MX,2022-03-16 16:25:13,17.6667,-96.1333,80.62,59,72,3.11,broken clouds
474,Umm Lajj,SA,2022-03-16 16:25:13,25.0213,37.2685,67.05,43,0,22.59,clear sky
475,Stadskanaal,NL,2022-03-16 16:25:13,52.9833,6.95,56.17,58,42,5.01,scattered clouds
476,Anuppur,IN,2022-03-16 16:25:14,23.1,81.6833,77.2,14,20,4.03,few clouds
477,Panjab,AF,2022-03-16 16:25:14,34.388,67.0233,32.81,80,49,3.33,scattered clouds
478,Ginda,IN,2022-03-16 16:25:15,30.6945,78.4932,60.39,30,0,8.08,clear sky
479,Trelew,AR,2022-03-16 16:22:22,-43.249,-65.3051,85.28,13,0,5.97,clear sky
480,Chara,RU,2022-03-16 16:25:15,56.9064,118.2631,-19.28,75,74,2.21,broken clouds
481,Reconquista,AR,2022-03-16 16:25:16,-29.15,-59.65,81.88,45,0,4.65,clear sky
482,Damietta,EG,2022-03-16 16:25:16,31.4165,31.8133,55.29,51,2,7.99,clear sky
483,Kankakee,US,2022-03-16 16:25:17,41.15,-87.8667,64.11,68,100,11.5,overcast clouds
484,Uyaan,PH,2022-03-16 16:25:17,7.8631,124.0411,64.38,95,91,2.73,overcast clouds
485,Ringebu,NO,2022-03-16 16:25:18,61.5167,10.1667,34.41,96,97,7.47,overcast clouds
486,Darayya,SY,2022-03-16 16:25:18,33.459,36.2374,47.16,40,1,4.18,clear sky
487,Half Moon Bay,US,2022-03-16 16:25:18,37.4636,-122.4286,56.05,83,75,6.91,mist
488,Yeppoon,AU,2022-03-16 16:25:19,-23.1333,150.7333,69.58,82,41,12.55,scattered clouds
489,Ostrovnoy,RU,2022-03-16 16:25:19,68.0531,39.5131,26.08,84,6,10.74,clear sky
490,Puerto Guzman,CO,2022-03-16 16:25:20,0.9703,-76.5858,82.36,68,96,0.76,overcast clouds
491,Makokou,GA,2022-03-16 16:25:20,0.5738,12.8642,81.21,72,100,2.8,light rain
492,Zhigalovo,RU,2022-03-16 16:25:21,54.8097,105.1578,-9.8,100,91,1.3,overcast clouds
493,Beihai,CN,2022-03-16 16:25:21,21.4833,109.1,70.9,85,100,5.66,overcast clouds
494,Minador Do Negrao,BR,2022-03-16 16:25:22,-9.3053,-36.8647,91.35,41,67,12.55,broken clouds
495,Dingle,PH,2022-03-16 16:25:22,10.9995,122.6711,77.94,88,86,6.58,overcast clouds
496,Sangar,RU,2022-03-16 16:25:23,63.9242,127.4739,-19.48,97,99,2.15,overcast clouds
497,Mwinilunga,ZM,2022-03-16 16:25:23,-11.7358,24.4293,67.95,93,100,3.51,overcast clouds
498,Gravdal,NO,2022-03-16 16:25:24,68.1214,13.5031,40.89,70,75,24.16,light intensity shower rain
499,Ratnagiri,IN,2022-03-16 16:25:24,16.9833,73.3,79.9,76,4,6.58,clear sky
500,Cloquet,US,2022-03-16 16:20:49,46.7216,-92.4594,42.19,74,0,8.05,light rain
501,Takhtamygda,RU,2022-03-16 16:25:25,54.1,123.5667,5.86,75,100,10.0,overcast clouds
502,Sibu,MY,2022-03-16 16:25:25,2.3,111.8167,79.11,94,40,0.0,scattered clouds
503,Tankhoy,RU,2022-03-16 16:25:26,51.5528,105.1306,5.81,93,70,4.07,broken clouds
504,Vavoua,CI,2022-03-16 16:25:26,7.3819,-6.4778,94.12,38,43,3.53,scattered clouds
505,Praia,CV,2022-03-16 16:25:27,14.9215,-23.5087,75.74,50,20,24.16,few clouds
506,Alice Springs,AU,2022-03-16 16:25:27,-23.7,133.8833,83.75,28,54,0.0,broken clouds
507,Caravelas,BR,2022-03-16 16:26:28,-17.7125,-39.2481,86.4,57,13,10.38,few clouds
508,Bilibino,RU,2022-03-16 16:26:28,68.0546,166.4372,-18.98,100,100,2.73,overcast clouds
509,Sarankhola,BD,2022-03-16 16:26:28,22.3082,89.7897,75.22,71,4,5.35,clear sky
510,Okha,RU,2022-03-16 16:26:29,53.5739,142.9478,20.61,92,100,7.76,overcast clouds
511,Raga,SS,2022-03-16 16:26:29,8.4596,25.678,85.96,11,58,8.48,broken clouds
512,Lloydminster,CA,2022-03-16 16:24:22,53.2835,-110.0016,32.22,69,40,17.27,scattered clouds
513,Loa Janan,ID,2022-03-16 16:26:30,-0.583,117.095,73.92,99,32,0.47,scattered clouds
514,Loreto,MX,2022-03-16 16:24:29,22.2667,-101.9667,64.24,39,4,10.51,clear sky
515,Sur,OM,2022-03-16 16:26:30,22.5667,59.5289,81.19,51,3,1.12,clear sky
516,Sumenep,ID,2022-03-16 16:26:31,-7.0167,113.8667,80.15,82,71,4.29,broken clouds
517,Dombarovskiy,RU,2022-03-16 16:26:31,50.7587,59.5386,5.92,93,70,13.29,broken clouds
518,Mushie,CD,2022-03-16 16:26:32,-3.0167,16.9,74.64,86,97,8.03,moderate rain
519,Mayahi,NE,2022-03-16 16:26:32,13.9553,7.6712,94.91,8,96,15.46,overcast clouds
520,Manta,EC,2022-03-16 16:23:33,-0.95,-80.7333,83.98,79,20,5.75,few clouds
521,Ribeira Grande,PT,2022-03-16 16:26:33,38.5167,-28.7,61.2,59,75,13.8,broken clouds
522,Henties Bay,NA,2022-03-16 16:26:33,-22.116,14.2845,65.55,72,2,10.56,clear sky
523,Kathmandu,NP,2022-03-16 16:26:34,27.7167,85.3167,66.42,82,20,3.44,few clouds
524,Port Hedland,AU,2022-03-16 16:26:34,-20.3167,118.5667,87.85,74,40,6.91,scattered clouds
525,Varzea Grande,BR,2022-03-16 16:26:35,-15.6467,-56.1325,85.87,54,0,2.3,clear sky
526,Narang,PK,2022-03-16 16:26:35,31.9132,74.5176,82.36,41,0,8.46,clear sky
527,Xiuyan,CN,2022-03-16 16:26:35,40.2928,123.2744,27.61,43,100,15.1,overcast clouds
528,Yinchuan,CN,2022-03-16 16:26:36,38.4681,106.2731,53.28,26,71,10.58,moderate rain
